mean_amplitude,std_amplitude,max_amplitude,min_amplitude,rms_energy,zcr_mean,zcr_std,energy_mean,energy_std,energy_max,energy_min,signal_length,duration,spectral_centroid,spectral_bandwidth,spectral_rolloff,spectral_flatness,mfcc_1_mean,mfcc_1_std,mfcc_1_max,mfcc_1_min,mfcc_2_mean,mfcc_2_std,mfcc_2_max,mfcc_2_min,mfcc_3_mean,mfcc_3_std,mfcc_3_max,mfcc_3_min,mfcc_4_mean,mfcc_4_std,mfcc_4_max,mfcc_4_min,mfcc_5_mean,mfcc_5_std,mfcc_5_max,mfcc_5_min,mfcc_6_mean,mfcc_6_std,mfcc_6_max,mfcc_6_min,mfcc_7_mean,mfcc_7_std,mfcc_7_max,mfcc_7_min,mfcc_8_mean,mfcc_8_std,mfcc_8_max,mfcc_8_min,mfcc_9_mean,mfcc_9_std,mfcc_9_max,mfcc_9_min,mfcc_10_mean,mfcc_10_std,mfcc_10_max,mfcc_10_min,mfcc_11_mean,mfcc_11_std,mfcc_11_max,mfcc_11_min,mfcc_12_mean,mfcc_12_std,mfcc_12_max,mfcc_12_min,mfcc_13_mean,mfcc_13_std,mfcc_13_max,mfcc_13_min,mfcc_delta_1_mean,mfcc_delta_1_std,mfcc_delta2_1_mean,mfcc_delta2_1_std,mfcc_delta_2_mean,mfcc_delta_2_std,mfcc_delta2_2_mean,mfcc_delta2_2_std,mfcc_delta_3_mean,mfcc_delta_3_std,mfcc_delta2_3_mean,mfcc_delta2_3_std,mfcc_delta_4_mean,mfcc_delta_4_std,mfcc_delta2_4_mean,mfcc_delta2_4_std,mfcc_delta_5_mean,mfcc_delta_5_std,mfcc_delta2_5_mean,mfcc_delta2_5_std,mfcc_delta_6_mean,mfcc_delta_6_std,mfcc_delta2_6_mean,mfcc_delta2_6_std,mfcc_delta_7_mean,mfcc_delta_7_std,mfcc_delta2_7_mean,mfcc_delta2_7_std,mfcc_delta_8_mean,mfcc_delta_8_std,mfcc_delta2_8_mean,mfcc_delta2_8_std,mfcc_delta_9_mean,mfcc_delta_9_std,mfcc_delta2_9_mean,mfcc_delta2_9_std,mfcc_delta_10_mean,mfcc_delta_10_std,mfcc_delta2_10_mean,mfcc_delta2_10_std,mfcc_delta_11_mean,mfcc_delta_11_std,mfcc_delta2_11_mean,mfcc_delta2_11_std,mfcc_delta_12_mean,mfcc_delta_12_std,mfcc_delta2_12_mean,mfcc_delta2_12_std,mfcc_delta_13_mean,mfcc_delta_13_std,mfcc_delta2_13_mean,mfcc_delta2_13_std,mel_mean,mel_std,mel_max,mel_min,chroma_mean,chroma_std,contrast_mean,contrast_std,tonnetz_mean,tonnetz_std,f0_mean,f0_std,f0_max,f0_min,f0_range,jitter_approx,voiced_ratio,hnr_approx,file_path,file_name,cohort,cohort_numeric
0.123517506,0.19071306,0.9000244,0.0,0.19071306,0.09111080893987342,0.010330476854573185,14.557309,7.1383133,34.460793,0.61684644,363600,22.725,1406.253816774853,1472.5459367838805,2664.114411441144,0.24939564,-76.13321,40.313168,9.034579,-203.80324,132.90775,17.84529,195.31732,92.81058,-15.806573,8.538169,15.3881855,-42.021126,-22.4512,7.6252966,1.1939595,-39.53241,-47.70471,12.858424,-15.558247,-79.73534,-2.9787083,5.625499,21.74506,-18.579685,-12.547112,3.8889654,-2.2185092,-35.28157,-5.4970284,3.5601313,12.680065,-14.5967455,-4.926139,4.445779,8.814127,-18.190865,-17.858488,9.01242,5.0659404,-35.206055,20.6156,5.326194,33.222404,2.9241955,0.70060223,5.322529,12.8430805,-17.230234,-18.540752,5.7996907,-2.7538457,-34.19967,-0.04823782,5.116827,-0.12521239,2.790283,0.008395207,2.840047,0.03570958,1.8302913,0.005553936,1.2095797,-0.007487481,0.8092927,0.008859589,1.0440352,0.0072174594,0.7116404,-6.906426e-05,2.0896077,-0.024893567,1.3111408,-0.012455989,0.7950995,0.017539423,0.6018721,0.0247527,0.7325906,-0.013386261,0.47452933,-0.010344692,0.5663038,0.006528911,0.3860378,-0.001041355,0.7213172,-0.004177184,0.46331102,-0.020844035,1.5043963,-0.01891525,0.95720935,-0.004842881,0.9286361,0.016647357,0.6187317,0.025378145,0.55116117,-0.0012819136,0.3108314,0.0012420263,1.0395463,-0.0081802495,0.6458633,9.306053,37.78546,710.0491,1.557307e-06,0.3446618,0.27830735,20.468638752051245,5.455919678168888,0.016654519385205575,0.07987947904386286,81.26772036846657,16.883676837473566,111.5486284798925,66.57429517543372,44.97433330445878,0.29932140602497675,1.0,15.4303055,preprocessed_data\HC\processed_0009.wav,processed_0009.wav,HC,0
0.12291567,0.1866286,0.8999939,0.0,0.18662861,0.09392355354774536,0.015480167015741,13.937416,2.7857003,25.025496,0.64723605,385600,24.1,1530.943511343442,1617.3557495379087,3397.0539419087136,0.32692498,-36.16332,14.68576,-0.15584,-197.82616,127.763916,10.628904,154.08867,97.31939,-9.332234,10.98861,12.385763,-67.069595,-3.9187536,8.004242,22.742474,-21.175434,-34.138752,9.772964,-8.068878,-58.826515,11.872688,5.4073873,27.92469,-1.9568081,-5.929726,6.4456124,11.894682,-29.774837,-7.1312885,4.032534,8.081309,-20.747822,-6.9862413,5.333747,11.200363,-25.949575,-11.419927,4.517074,2.2460885,-26.587296,10.843974,4.790929,36.84079,-1.5564048,-18.897602,5.913381,-4.466943,-34.9441,-11.097234,4.55462,3.771661,-25.952517,0.033340853,1.9449967,-0.107974894,1.8184131,0.04164649,1.5046643,0.008254549,1.2178583,0.04640706,0.91608393,-0.033216678,0.67025906,-0.02211031,0.9317574,0.022587622,0.7195202,0.009365772,1.2396526,-0.009930214,0.92888355,-0.012720889,0.7925958,0.008873356,0.68376344,0.021554593,0.5371355,-0.0014078576,0.37910795,-0.014266523,0.61230844,0.00085833785,0.42483974,-0.029614704,0.7089973,0.0048443004,0.4771258,-0.0033680634,0.59881264,0.00045433125,0.4795017,-0.024402998,0.684125,0.0080969855,0.4920004,-0.002077988,0.74387723,0.0015186972,0.5715417,0.014711613,0.5863696,0.005021961,0.4439524,8.840945,22.422722,362.3735,7.5630337e-06,0.45230192,0.240637,17.35723974051894,4.18119876151437,0.0059351630734810895,0.08118561150016437,108.91696617478856,20.692301933110564,132.2835275638973,66.55997723394144,65.72355032995587,0.26409585862544177,1.0,13.346205,preprocessed_data\HC\processed_0010.wav,processed_0010.wav,HC,0
0.072959326,0.10661629,0.9000244,0.0,0.1066163,0.06604562397875817,0.046181589222815636,4.556821,4.6858625,28.068253,0.2175376,78000,4.875,1392.2077143740973,1706.2374571780542,2662.5641025641025,0.3310455,-136.64502,46.951294,-19.430212,-249.9829,124.31406,25.699945,188.67648,38.686626,-1.586309,18.74169,43.277115,-84.592636,-4.7952337,9.771895,13.807493,-37.207573,-5.1894813,8.483181,13.282015,-27.738663,5.619845,6.02325,19.851112,-8.976073,1.3490804,6.9215293,15.760575,-24.457253,-9.751136,5.225371,2.585589,-29.534885,-6.8833385,4.465171,8.143827,-17.355042,-1.9164078,4.3053126,12.74095,-12.684487,-9.207311,4.43482,5.543888,-21.007559,-15.158182,5.2887397,0.6281702,-26.172295,-7.209329,4.6171036,7.548117,-21.23064,-0.4565298,8.818436,-0.09913161,4.3733835,0.36352348,4.2326803,0.023297649,2.9456613,-0.26041052,3.1527967,-0.015455012,1.5801156,0.13565412,1.9489335,-0.11962054,1.2464159,-0.06979465,1.6154218,-0.03909982,0.7934389,-0.12546305,1.3039112,0.009641243,0.70035696,-0.069480814,1.2623147,-0.062257636,0.711661,0.048529543,0.86134225,-0.040435877,0.56263864,-0.005531598,0.6870163,-0.06141349,0.50959724,-0.056009665,0.7397317,-0.016012263,0.60669947,-0.1273135,0.85241246,-0.022252414,0.60471225,-0.08785836,0.90324366,-0.00023365936,0.6189357,-0.057176452,0.64903224,0.03718307,0.4883802,2.9264252,16.284971,376.08453,6.4054875e-06,0.332839,0.29941165,16.467785043908904,4.204719977194172,0.03586796019257101,0.12360226049237051,206.77774579838996,67.25259183452533,268.4878069778728,66.61162794844479,201.87617902942804,0.1747748379818996,1.0,7.8358774,preprocessed_data\HC\processed_0011.wav,processed_0011.wav,HC,0
0.06726397,0.10336,0.8999939,0.0,0.103359975,0.12020258782543392,0.01900998599228557,4.27531,1.5736554,26.243462,2.0113664,383200,23.95,1470.4347017906744,1358.9878326111648,2553.6116910229644,0.2557875,-169.10724,32.34829,-14.857723,-221.11342,109.011444,13.646666,152.70087,74.51401,-50.81928,11.004665,-16.141024,-84.97951,-15.582625,9.604916,6.517557,-41.451447,-22.79127,11.918921,9.660335,-51.28735,14.82396,7.144718,35.857307,-7.1230345,-16.068935,6.5422792,4.408089,-43.46154,-19.58098,5.632131,-1.5619069,-36.21939,1.4738837,6.234498,19.49879,-16.650402,5.5643444,6.6089087,21.034435,-17.122347,-25.85128,7.1663957,-6.425336,-47.290817,-13.6025715,5.177225,1.7671204,-27.986374,-12.373229,6.909309,2.8886933,-34.39956,-0.17623198,4.321625,0.033861928,2.3643007,-0.047448482,2.1834214,0.006886524,1.3877058,0.011407183,1.6103207,-0.015438851,1.0294323,0.034556977,1.5331382,0.0032628449,0.977762,-0.008982599,1.4010888,0.019373905,0.95473284,0.010774927,1.0027106,-0.0019559416,0.69934255,0.025280004,1.1757512,0.0039390903,0.7504961,-0.017033052,0.95786333,0.0063809417,0.6649364,0.009486125,0.8547199,0.0031631165,0.5743698,0.019387795,0.8053356,0.014827422,0.54109466,-0.0098295165,1.0484607,0.00997469,0.7247214,0.01268419,0.8352624,0.0067746714,0.54063016,-0.017030243,0.8048849,0.012875956,0.48641923,2.6578693,10.971179,218.23895,1.6539492e-06,0.17207071,0.27319077,22.403793394153293,5.590512519547648,0.12685331146600656,0.20663241422294035,189.47781013554436,35.78823062803976,210.0212045843759,66.39530050075336,143.62590408362254,0.07833947105847291,1.0,17.405628,preprocessed_data\HC\processed_0012.wav,processed_0012.wav,HC,0
0.06726397,0.10336,0.8999939,0.0,0.103359975,0.12020258782543392,0.01900998599228557,4.27531,1.5736554,26.243462,2.0113664,383200,23.95,1470.4347017906744,1358.9878326111648,2553.6116910229644,0.2557875,-169.10724,32.34829,-14.857723,-221.11342,109.011444,13.646666,152.70087,74.51401,-50.81928,11.004665,-16.141024,-84.97951,-15.582625,9.604916,6.517557,-41.451447,-22.79127,11.918921,9.660335,-51.28735,14.82396,7.144718,35.857307,-7.1230345,-16.068935,6.5422792,4.408089,-43.46154,-19.58098,5.632131,-1.5619069,-36.21939,1.4738837,6.234498,19.49879,-16.650402,5.5643444,6.6089087,21.034435,-17.122347,-25.85128,7.1663957,-6.425336,-47.290817,-13.6025715,5.177225,1.7671204,-27.986374,-12.373229,6.909309,2.8886933,-34.39956,-0.17623198,4.321625,0.033861928,2.3643007,-0.047448482,2.1834214,0.006886524,1.3877058,0.011407183,1.6103207,-0.015438851,1.0294323,0.034556977,1.5331382,0.0032628449,0.977762,-0.008982599,1.4010888,0.019373905,0.95473284,0.010774927,1.0027106,-0.0019559416,0.69934255,0.025280004,1.1757512,0.0039390903,0.7504961,-0.017033052,0.95786333,0.0063809417,0.6649364,0.009486125,0.8547199,0.0031631165,0.5743698,0.019387795,0.8053356,0.014827422,0.54109466,-0.0098295165,1.0484607,0.00997469,0.7247214,0.01268419,0.8352624,0.0067746714,0.54063016,-0.017030243,0.8048849,0.012875956,0.48641923,2.6578693,10.971179,218.23895,1.6539492e-06,0.17207071,0.27319077,22.403793394153293,5.590512519547648,0.12685331146600656,0.20663241422294035,189.47781013554436,35.78823062803976,210.0212045843759,66.39530050075336,143.62590408362254,0.07833947105847291,1.0,17.405628,preprocessed_data\HC\processed_0013.wav,processed_0013.wav,HC,0
0.112826556,0.1522126,0.8999939,0.0,0.15221262,0.040472141024562584,0.015004360556107434,9.29611,5.07593,35.074238,3.0264184,380400,23.775,1383.7496199281568,1761.1768250536618,2666.203995793901,0.28436914,-99.74455,31.21568,-10.406031,-216.74683,134.10165,13.299681,171.01001,105.99816,20.832756,6.6858735,38.74301,-1.6949022,1.647817,6.157577,17.059975,-18.845596,0.81231207,6.3490324,15.7598915,-15.890172,3.6855981,4.8261414,19.511318,-9.362105,2.402911,6.2283335,21.392403,-11.918651,-10.485508,3.9770203,2.8988116,-21.662296,-12.897339,3.4679904,-3.0599084,-24.571209,-8.101371,4.0964766,13.710756,-20.426971,3.6935341,5.406131,24.420761,-7.673726,-10.655012,6.3136673,2.9301448,-33.03543,-4.016348,3.3436372,5.7912817,-16.6548,0.10270682,4.803011,-0.09603574,2.7020712,-0.03677382,2.5916057,0.023272445,1.5947077,0.010095027,1.0558829,0.0029528376,0.6446028,-0.0021889235,0.826384,0.0011542786,0.5059861,0.002259891,0.724914,-0.0028233384,0.47497982,-0.009162374,0.81790334,0.004371334,0.48971894,-0.009784137,0.90743244,0.004848942,0.54455054,-0.0030476374,0.60660404,-0.0064753755,0.38397717,-0.0031524773,0.5656016,0.00037904992,0.3864209,-0.021516042,0.6829285,0.010979558,0.43174514,-0.0036414673,0.85783434,0.0013770955,0.5946536,0.0077671856,0.983761,-0.0057036458,0.5746057,-0.00014667299,0.6052133,0.0046883537,0.4109122,6.018456,26.710032,909.88574,3.3486715e-05,0.36526716,0.28186327,16.473697760614296,4.024925852368339,-0.12096107811478049,0.14147801347197564,148.4103803730121,10.659789137715439,156.4267291226683,66.37938623583744,90.04734288683085,0.04751040094236388,1.0,13.532076,preprocessed_data\HC\processed_0014.wav,processed_0014.wav,HC,0
0.10540839,0.16026993,0.9000244,0.0,0.16026996,0.07755685359873671,0.013227228310948655,10.280357,3.1909893,29.338541,0.8587136,384800,24.05,1402.8253729415196,1560.1508704335529,2189.7297297297296,0.28451267,-76.04084,21.81106,-1.6706289,-212.11084,142.45105,14.85894,179.81076,109.258,-10.249217,4.25614,3.716712,-22.565912,-34.61433,6.0829816,-18.704723,-51.97175,-16.438068,5.1489697,-1.8360164,-33.06082,4.863366,5.574893,22.255316,-10.993926,-0.15357703,4.9982495,10.357224,-21.456072,-6.262211,4.555396,9.359522,-20.206022,1.5813472,6.39305,19.582832,-20.272625,7.3116055,3.2404563,18.505224,-0.31970263,-2.1889327,4.3373876,8.328479,-22.988327,-11.955563,4.96423,6.769023,-21.04628,-17.022776,3.8861556,-4.7857656,-26.923384,0.0922018,3.1691947,-0.041159097,2.734512,0.033198718,2.303787,-0.008514629,2.3448718,-0.00051238306,0.5372057,-0.0044406885,0.45520937,0.02131078,0.810487,0.0027681184,0.7980886,-0.008979268,0.5634641,-0.006085105,0.49576008,-0.016639473,0.63040143,0.0026652194,0.61388075,0.031826038,0.41732755,-0.0025105579,0.34983972,-0.012629414,0.5561637,0.0033352377,0.6806149,0.015440099,0.48123077,5.0399372e-05,0.4442075,-0.008547251,0.46759382,0.003405899,0.38679788,0.027931033,0.40568393,-0.0014415865,0.34513,-0.003527607,0.36407757,-0.0075411047,0.39478433,0.002922245,0.45812106,0.00076987676,0.5554906,6.5574484,20.583347,472.11792,4.5815472e-05,0.39469233,0.2725956,16.34427889560737,4.6131896875753435,0.023381832774315114,0.13950182488714843,95.28179987985048,21.084698449487835,114.15342851880632,66.54913959920857,47.60428891959775,0.3346704277085238,1.0,14.788448,preprocessed_data\HC\processed_0015.wav,processed_0015.wav,HC,0
0.1553911,0.20572223,0.8999939,0.0,0.20572223,0.11599114138176639,0.009279096297172277,16.936762,4.3765798,37.706707,2.0169878,359200,22.45,1618.8205887422066,1614.5288027021306,3340.400890868597,0.32327515,-40.58762,18.596535,12.9951935,-198.1525,118.82204,9.13196,142.44821,94.75363,-16.74359,5.814499,8.421484,-31.590628,-17.231838,5.9951434,3.8044717,-32.072796,-30.539003,9.005686,-3.7795646,-71.92952,15.082386,7.27225,33.08851,-5.36792,3.9582186,6.3243484,24.853712,-12.843395,-21.97312,7.749904,1.407566,-42.816326,3.8719158,5.9411316,20.83647,-12.837063,-5.387095,5.626456,7.4369206,-27.321102,-4.1170983,4.579392,10.078021,-18.623573,-7.662232,5.4050674,5.4026957,-24.408638,-14.133162,6.0266423,3.8371186,-27.888483,0.064151846,2.6059294,-0.09959123,2.1020849,-0.006347252,1.2943407,0.030966517,1.2514497,-0.035461713,0.96549636,0.001078803,0.74731773,-0.013190726,0.770583,-0.011104715,0.5424736,0.033696935,1.1972712,-0.00408353,1.0139676,0.018501813,1.3110068,-0.0041981163,0.82166773,-0.0138689475,0.9774069,-0.0058609303,0.7068841,-0.03356436,1.0554084,-0.002605247,0.9240917,-0.006034119,1.0908198,0.006215673,0.69766283,-0.0066629127,0.7943478,0.0032473623,0.54789764,-0.007998658,0.5920396,-0.005586015,0.49351054,0.0033425775,0.861475,-0.0018829019,0.5880774,-0.017962964,0.8249766,-0.006791047,0.64246804,10.552764,35.509056,788.24493,7.322212e-05,0.30828387,0.28318104,18.93345059975482,4.226172662601508,0.02861116804793319,0.13088725718194757,186.37870454961694,8.101141642826999,193.87934551763743,66.65009642806604,127.2292490895714,0.02266807381665272,1.0,13.706253,preprocessed_data\HC\processed_0016.wav,processed_0016.wav,HC,0
0.1553911,0.20572223,0.8999939,0.0,0.20572223,0.11599114138176639,0.009279096297172277,16.936762,4.3765798,37.706707,2.0169878,359200,22.45,1618.8205887422066,1614.5288027021306,3340.400890868597,0.32327515,-40.58762,18.596535,12.9951935,-198.1525,118.82204,9.13196,142.44821,94.75363,-16.74359,5.814499,8.421484,-31.590628,-17.231838,5.9951434,3.8044717,-32.072796,-30.539003,9.005686,-3.7795646,-71.92952,15.082386,7.27225,33.08851,-5.36792,3.9582186,6.3243484,24.853712,-12.843395,-21.97312,7.749904,1.407566,-42.816326,3.8719158,5.9411316,20.83647,-12.837063,-5.387095,5.626456,7.4369206,-27.321102,-4.1170983,4.579392,10.078021,-18.623573,-7.662232,5.4050674,5.4026957,-24.408638,-14.133162,6.0266423,3.8371186,-27.888483,0.064151846,2.6059294,-0.09959123,2.1020849,-0.006347252,1.2943407,0.030966517,1.2514497,-0.035461713,0.96549636,0.001078803,0.74731773,-0.013190726,0.770583,-0.011104715,0.5424736,0.033696935,1.1972712,-0.00408353,1.0139676,0.018501813,1.3110068,-0.0041981163,0.82166773,-0.0138689475,0.9774069,-0.0058609303,0.7068841,-0.03356436,1.0554084,-0.002605247,0.9240917,-0.006034119,1.0908198,0.006215673,0.69766283,-0.0066629127,0.7943478,0.0032473623,0.54789764,-0.007998658,0.5920396,-0.005586015,0.49351054,0.0033425775,0.861475,-0.0018829019,0.5880774,-0.017962964,0.8249766,-0.006791047,0.64246804,10.552764,35.509056,788.24493,7.322212e-05,0.30828387,0.28318104,18.93345059975482,4.226172662601508,0.02861116804793319,0.13088725718194757,186.37870454961694,8.101141642826999,193.87934551763743,66.65009642806604,127.2292490895714,0.02266807381665272,1.0,13.706253,preprocessed_data\HC\processed_0017.wav,processed_0017.wav,HC,0
0.18428579,0.24214458,0.8999939,0.0,0.24214475,0.0891952027458493,0.010001166798014192,23.520895,4.6466503,40.12572,7.9009876,400800,25.05,1676.7026710726516,1701.049887906902,3118.802395209581,0.3346464,-31.96614,13.012148,13.242438,-70.95001,110.529205,14.374911,152.71835,82.204216,-17.762413,6.5662584,4.3063507,-39.7651,-24.37715,5.9179454,-9.730929,-48.541603,-19.90524,7.8040166,-0.44510674,-47.031204,-14.768795,6.0209227,13.215826,-28.573517,-12.000198,11.223664,16.489185,-31.47391,11.100733,8.921031,27.148243,-13.433615,-21.662533,7.4135375,-2.3869455,-41.167343,0.5335284,5.456381,20.084057,-11.600051,9.512802,6.225614,22.360317,-8.495235,5.2968364,5.607884,20.822462,-12.508148,-23.228558,7.035674,4.833255,-39.15694,0.038605165,1.9818476,-0.012489735,1.2091477,-0.031489532,1.4720125,0.014275615,1.0047336,-0.036621667,0.7662376,0.0019069589,0.4253983,-5.417065e-05,0.8726774,-0.0027529316,0.5319567,0.0013127595,1.0597851,0.0025301743,0.6518743,-0.043088086,0.7810873,-0.0044346172,0.48188502,-0.041808687,0.69347054,-0.0017905412,0.5076412,-0.0007362281,0.86758727,-0.00054152426,0.58962786,-0.0024129276,1.1838151,-0.0038177213,0.7094901,0.0063447137,0.8950312,-0.0006061465,0.55411124,0.0075140144,0.56568664,0.003165455,0.34732834,0.006784687,0.62029254,0.001468891,0.38312587,-0.03011613,0.79153657,0.0064471527,0.47963175,14.6788435,67.38431,1478.506,2.3911633e-05,0.20885853,0.2739517,18.273674670868843,4.366910378586246,-0.044514657378699043,0.11234894038344094,139.0407732429932,34.252559365671495,333.57678546758956,66.41645542371016,267.1603300438794,0.25077807204840646,1.0,15.31816,preprocessed_data\HC\processed_0018.wav,processed_0018.wav,HC,0
0.21062231,0.26875985,0.8999939,0.0,0.2687599,0.08868433047829037,0.0149078669082761,28.887177,6.3730254,53.922485,8.789925,377200,23.575,1399.130992057897,1619.7503306045908,2384.559915164369,0.2711257,-49.371693,27.39789,2.8697,-216.16609,131.2881,15.560094,183.93777,98.494965,-4.8571744,6.6569653,20.319153,-21.563377,-30.099604,6.654006,-11.49672,-49.094902,-27.167425,5.9174833,-8.878269,-41.326633,-9.322188,6.338587,15.59803,-23.981918,-1.6989888,5.7723875,9.963715,-21.289585,1.067492,5.875926,13.50903,-20.972767,1.732325,5.118907,12.914088,-15.411869,-0.97944003,4.3600564,10.92352,-13.925329,-5.1608324,3.5032752,5.5915785,-13.554922,-12.753485,3.408393,-3.2876155,-24.743973,-13.63241,2.7059004,-0.23009202,-21.467758,-0.00028668848,4.0709763,-0.037218843,3.0322077,-0.012341688,2.2802272,-0.02335625,2.112671,0.006081455,0.770524,0.00079932564,0.56151867,0.012536784,1.0298495,0.0020334653,0.81405056,-0.0010602083,0.99235874,0.0028097155,0.77049196,-0.007589738,0.9932109,0.0009518514,0.67882675,-0.0036211673,1.1908503,0.0021659795,0.75856143,0.01467299,1.1474136,-0.0038212196,0.80713654,0.009811371,0.9043005,-0.0029678426,0.787599,0.0018890369,0.74076515,-0.001937612,0.64629257,-0.009526691,0.67765945,-0.0020845877,0.5033344,-0.009325149,0.6989737,-0.00018101146,0.47468618,-0.0046112416,0.48573768,0.0029139654,0.36468354,18.761826,82.49027,1458.7123,3.733701e-05,0.24698581,0.29485136,16.150925270304292,5.335439060919705,0.09354287341871123,0.07354057954168584,252.58451977442414,12.818186147658814,341.83328336057,66.66232432187176,275.17095903869824,0.055555462774998565,1.0,16.292442,preprocessed_data\HC\processed_0019.wav,processed_0019.wav,HC,0
